State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/12/2003,Parts per billion,10.875,22,20,21,Parts per million,0.024167,0.056,10,47,Parts per billion,4.0875,5.6,14,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/13/2003,Parts per billion,12.666667,30,20,28,Parts per million,0.027583,0.067,10,74,Parts per billion,10.583333,39,10,55,Parts per million,0.025,0.4,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/13/2003,Parts per billion,12.666667,30,20,28,Parts per million,0.027583,0.067,10,74,Parts per billion,10.583333,39,10,55,Parts per million,0.020833,0.1,19,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/13/2003,Parts per billion,12.666667,30,20,28,Parts per million,0.027583,0.067,10,74,Parts per billion,10.5625,27,14,,Parts per million,0.025,0.4,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/13/2003,Parts per billion,12.666667,30,20,28,Parts per million,0.027583,0.067,10,74,Parts per billion,10.5625,27,14,,Parts per million,0.020833,0.1,19,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/14/2003,Parts per billion,14.083333,34,21,32,Parts per million,0.033125,0.078,11,106,Parts per billion,7.125,21,18,30,Parts per million,0.020833,0.2,20,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/14/2003,Parts per billion,14.083333,34,21,32,Parts per million,0.033125,0.078,11,106,Parts per billion,7.125,21,18,30,Parts per million,0.025,0.1,0,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/14/2003,Parts per billion,14.083333,34,21,32,Parts per million,0.033125,0.078,11,106,Parts per billion,7.1,14,20,,Parts per million,0.020833,0.2,20,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/14/2003,Parts per billion,14.083333,34,21,32,Parts per million,0.033125,0.078,11,106,Parts per billion,7.1,14,20,,Parts per million,0.025,0.1,0,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/15/2003,Parts per billion,14.333333,32,19,30,Parts per million,0.049875,0.092,10,142,Parts per billion,7,15,17,21,Parts per million,0.0125,0.2,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/15/2003,Parts per billion,14.333333,32,19,30,Parts per million,0.049875,0.092,10,142,Parts per billion,7,15,17,21,Parts per million,0.016667,0.1,0,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/15/2003,Parts per billion,14.333333,32,19,30,Parts per million,0.049875,0.092,10,142,Parts per billion,6.9625,10.6,17,,Parts per million,0.0125,0.2,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/15/2003,Parts per billion,14.333333,32,19,30,Parts per million,0.049875,0.092,10,142,Parts per billion,6.9625,10.6,17,,Parts per million,0.016667,0.1,0,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/16/2003,Parts per billion,10.916667,28,19,26,Parts per million,0.030167,0.046,11,39,Parts per billion,6.833333,9,3,13,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/16/2003,Parts per billion,10.916667,28,19,26,Parts per million,0.030167,0.046,11,39,Parts per billion,6.833333,9,3,13,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/16/2003,Parts per billion,10.916667,28,19,26,Parts per million,0.030167,0.046,11,39,Parts per billion,6.7875,8.6,8,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/16/2003,Parts per billion,10.916667,28,19,26,Parts per million,0.030167,0.046,11,39,Parts per billion,6.7875,8.6,8,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/17/2003,Parts per billion,6.333333,13,20,12,Parts per million,0.027833,0.047,9,40,Parts per billion,4.458333,12,15,17,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/17/2003,Parts per billion,6.333333,13,20,12,Parts per million,0.027833,0.047,9,40,Parts per billion,4.458333,12,15,17,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/17/2003,Parts per billion,6.333333,13,20,12,Parts per million,0.027833,0.047,9,40,Parts per billion,4.45,8,14,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/17/2003,Parts per billion,6.333333,13,20,12,Parts per million,0.027833,0.047,9,40,Parts per billion,4.45,8,14,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/18/2003,Parts per billion,10.25,25,20,24,Parts per million,0.018125,0.042,11,36,Parts per billion,7.25,30,13,43,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/18/2003,Parts per billion,10.25,25,20,24,Parts per million,0.018125,0.042,11,36,Parts per billion,7.25,30,13,43,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/18/2003,Parts per billion,10.25,25,20,24,Parts per million,0.018125,0.042,11,36,Parts per billion,7.225,18,17,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/18/2003,Parts per billion,10.25,25,20,24,Parts per million,0.018125,0.042,11,36,Parts per billion,7.225,18,17,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/19/2003,Parts per billion,11.625,29,22,27,Parts per million,0.0235,0.055,11,47,Parts per billion,2.791667,3,0,4,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/19/2003,Parts per billion,11.625,29,22,27,Parts per million,0.0235,0.055,11,47,Parts per billion,2.791667,3,0,4,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/19/2003,Parts per billion,11.625,29,22,27,Parts per million,0.0235,0.055,11,47,Parts per billion,2.7875,3,2,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/19/2003,Parts per billion,11.625,29,22,27,Parts per million,0.0235,0.055,11,47,Parts per billion,2.7875,3,2,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/20/2003,Parts per billion,19.083333,35,20,33,Parts per million,0.0275,0.061,10,54,Parts per billion,10.458333,45,18,62,Parts per million,0.0125,0.1,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/20/2003,Parts per billion,19.083333,35,20,33,Parts per million,0.0275,0.061,10,54,Parts per billion,10.458333,45,18,62,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/20/2003,Parts per billion,19.083333,35,20,33,Parts per million,0.0275,0.061,10,54,Parts per billion,10.4375,30,20,,Parts per million,0.0125,0.1,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/20/2003,Parts per billion,19.083333,35,20,33,Parts per million,0.0275,0.061,10,54,Parts per billion,10.4375,30,20,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/21/2003,Parts per billion,18.136364,25,4,24,Parts per million,0.034583,0.055,11,47,Parts per billion,12.5,59,9,80,Parts per million,0.004545,0.1,6,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/21/2003,Parts per billion,18.136364,25,4,24,Parts per million,0.034583,0.055,11,47,Parts per billion,12.5,59,9,80,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/21/2003,Parts per billion,18.136364,25,4,24,Parts per million,0.034583,0.055,11,47,Parts per billion,12.542857,57,11,,Parts per million,0.004545,0.1,6,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/21/2003,Parts per billion,18.136364,25,4,24,Parts per million,0.034583,0.055,11,47,Parts per billion,12.542857,57,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/22/2003,Parts per billion,10.958333,18,11,17,Parts per million,0.034542,0.052,12,44,Parts per billion,4.041667,6,9,9,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/22/2003,Parts per billion,10.958333,18,11,17,Parts per million,0.034542,0.052,12,44,Parts per billion,4.041667,6,9,9,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/22/2003,Parts per billion,10.958333,18,11,17,Parts per million,0.034542,0.052,12,44,Parts per billion,4.025,5.6,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/22/2003,Parts per billion,10.958333,18,11,17,Parts per million,0.034542,0.052,12,44,Parts per billion,4.025,5.6,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/23/2003,Parts per billion,6.625,19,23,18,Parts per million,0.021625,0.034,10,29,Parts per billion,1.916667,2,0,3,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/23/2003,Parts per billion,6.625,19,23,18,Parts per million,0.021625,0.034,10,29,Parts per billion,1.916667,2,0,3,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/23/2003,Parts per billion,6.625,19,23,18,Parts per million,0.021625,0.034,10,29,Parts per billion,1.9,2,2,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/23/2003,Parts per billion,6.625,19,23,18,Parts per million,0.021625,0.034,10,29,Parts per billion,1.9,2,2,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/24/2003,Parts per billion,11.333333,22,21,21,Parts per million,0.0225,0.045,11,38,Parts per billion,2.958333,8,11,11,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/24/2003,Parts per billion,11.333333,22,21,21,Parts per million,0.0225,0.045,11,38,Parts per billion,2.958333,8,11,11,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/24/2003,Parts per billion,11.333333,22,21,21,Parts per million,0.0225,0.045,11,38,Parts per billion,2.925,5.6,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/24/2003,Parts per billion,11.333333,22,21,21,Parts per million,0.0225,0.045,11,38,Parts per billion,2.925,5.6,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/25/2003,Parts per billion,18,31,19,29,Parts per million,0.042875,0.064,11,64,Parts per billion,11.25,16,8,23,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/25/2003,Parts per billion,18,31,19,29,Parts per million,0.042875,0.064,11,64,Parts per billion,11.25,16,8,23,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/25/2003,Parts per billion,18,31,19,29,Parts per million,0.042875,0.064,11,64,Parts per billion,11.2,13.6,8,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/25/2003,Parts per billion,18,31,19,29,Parts per million,0.042875,0.064,11,64,Parts per billion,11.2,13.6,8,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/26/2003,Parts per billion,16.833333,29,18,27,Parts per million,0.039792,0.048,10,41,Parts per billion,10.291667,19,10,27,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/26/2003,Parts per billion,16.833333,29,18,27,Parts per million,0.039792,0.048,10,41,Parts per billion,10.291667,19,10,27,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/26/2003,Parts per billion,16.833333,29,18,27,Parts per million,0.039792,0.048,10,41,Parts per billion,10.2625,17,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/26/2003,Parts per billion,16.833333,29,18,27,Parts per million,0.039792,0.048,10,41,Parts per billion,10.2625,17,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/27/2003,Parts per billion,16.541667,30,19,28,Parts per million,0.025167,0.034,10,29,Parts per billion,9.791667,22,3,31,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/27/2003,Parts per billion,16.541667,30,19,28,Parts per million,0.025167,0.034,10,29,Parts per billion,9.791667,22,3,31,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/27/2003,Parts per billion,16.541667,30,19,28,Parts per million,0.025167,0.034,10,29,Parts per billion,9.7625,20.6,5,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/27/2003,Parts per billion,16.541667,30,19,28,Parts per million,0.025167,0.034,10,29,Parts per billion,9.7625,20.6,5,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/28/2003,Parts per billion,13.041667,33,20,31,Parts per million,0.034042,0.063,10,61,Parts per billion,6.916667,14,1,20,Parts per million,0.0125,0.1,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/28/2003,Parts per billion,13.041667,33,20,31,Parts per million,0.034042,0.063,10,61,Parts per billion,6.916667,14,1,20,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/28/2003,Parts per billion,13.041667,33,20,31,Parts per million,0.034042,0.063,10,61,Parts per billion,6.875,10.6,2,,Parts per million,0.0125,0.1,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/28/2003,Parts per billion,13.041667,33,20,31,Parts per million,0.034042,0.063,10,61,Parts per billion,6.875,10.6,2,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/29/2003,Parts per billion,15.708333,20,3,19,Parts per million,0.032125,0.044,11,37,Parts per billion,9,32,11,46,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/29/2003,Parts per billion,15.708333,20,3,19,Parts per million,0.032125,0.044,11,37,Parts per billion,9,32,11,46,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/29/2003,Parts per billion,15.708333,20,3,19,Parts per million,0.032125,0.044,11,37,Parts per billion,8.95,26.6,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/29/2003,Parts per billion,15.708333,20,3,19,Parts per million,0.032125,0.044,11,37,Parts per billion,8.95,26.6,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/30/2003,Parts per billion,7.5,16,20,15,Parts per million,0.024833,0.04,8,34,Parts per billion,6.208333,21,12,30,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/30/2003,Parts per billion,7.5,16,20,15,Parts per million,0.024833,0.04,8,34,Parts per billion,6.208333,21,12,30,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/30/2003,Parts per billion,7.5,16,20,15,Parts per million,0.024833,0.04,8,34,Parts per billion,6.1625,11.6,14,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/30/2003,Parts per billion,7.5,16,20,15,Parts per million,0.024833,0.04,8,34,Parts per billion,6.1625,11.6,14,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/31/2003,Parts per billion,4.041667,8,1,8,Parts per million,0.018667,0.031,10,26,Parts per billion,1.708333,4,11,6,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/31/2003,Parts per billion,4.041667,8,1,8,Parts per million,0.018667,0.031,10,26,Parts per billion,1.708333,4,11,6,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/31/2003,Parts per billion,4.041667,8,1,8,Parts per million,0.018667,0.031,10,26,Parts per billion,1.7,3,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,8/31/2003,Parts per billion,4.041667,8,1,8,Parts per million,0.018667,0.031,10,26,Parts per billion,1.7,3,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/1/2003,Parts per billion,7.5,14,17,13,Parts per million,0.014625,0.021,16,18,Parts per billion,5.416667,17,11,24,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/1/2003,Parts per billion,7.5,14,17,13,Parts per million,0.014625,0.021,16,18,Parts per billion,5.416667,17,11,24,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/1/2003,Parts per billion,7.5,14,17,13,Parts per million,0.014625,0.021,16,18,Parts per billion,5.4125,14,11,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/1/2003,Parts per billion,7.5,14,17,13,Parts per million,0.014625,0.021,16,18,Parts per billion,5.4125,14,11,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/2/2003,Parts per billion,11.875,18,16,17,Parts per million,0.009333,0.015,0,13,Parts per billion,5.041667,11,12,16,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/2/2003,Parts per billion,11.875,18,16,17,Parts per million,0.009333,0.015,0,13,Parts per billion,5.041667,11,12,16,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/2/2003,Parts per billion,11.875,18,16,17,Parts per million,0.009333,0.015,0,13,Parts per billion,4.9875,7.6,14,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/2/2003,Parts per billion,11.875,18,16,17,Parts per million,0.009333,0.015,0,13,Parts per billion,4.9875,7.6,14,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/3/2003,Parts per billion,10.565217,14,6,13,Parts per million,0.018375,0.029,10,25,Parts per billion,8.26087,15,11,21,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/3/2003,Parts per billion,10.565217,14,6,13,Parts per million,0.018375,0.029,10,25,Parts per billion,8.26087,15,11,21,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/3/2003,Parts per billion,10.565217,14,6,13,Parts per million,0.018375,0.029,10,25,Parts per billion,8.028571,11.3,5,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/3/2003,Parts per billion,10.565217,14,6,13,Parts per million,0.018375,0.029,10,25,Parts per billion,8.028571,11.3,5,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/4/2003,Parts per billion,12.916667,20,6,19,Parts per million,0.0195,0.034,10,29,Parts per billion,8.791667,16,12,23,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/4/2003,Parts per billion,12.916667,20,6,19,Parts per million,0.0195,0.034,10,29,Parts per billion,8.791667,16,12,23,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/4/2003,Parts per billion,12.916667,20,6,19,Parts per million,0.0195,0.034,10,29,Parts per billion,8.75,14.6,14,,Parts per million,0,0,0,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/4/2003,Parts per billion,12.916667,20,6,19,Parts per million,0.0195,0.034,10,29,Parts per billion,8.75,14.6,14,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/5/2003,Parts per billion,8.625,16,6,15,Parts per million,0.012458,0.026,10,22,Parts per billion,4.041667,5,6,7,Parts per million,0.0125,0.1,20,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/5/2003,Parts per billion,8.625,16,6,15,Parts per million,0.012458,0.026,10,22,Parts per billion,4.041667,5,6,7,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/5/2003,Parts per billion,8.625,16,6,15,Parts per million,0.012458,0.026,10,22,Parts per billion,4.0375,4.3,8,,Parts per million,0.0125,0.1,20,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/5/2003,Parts per billion,8.625,16,6,15,Parts per million,0.012458,0.026,10,22,Parts per billion,4.0375,4.3,8,,Parts per million,0,0,0,0
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/6/2003,Parts per billion,9.166667,24,19,23,Parts per million,0.017833,0.047,10,40,Parts per billion,10.583333,47,16,65,Parts per million,0.045833,0.4,21,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/6/2003,Parts per billion,9.166667,24,19,23,Parts per million,0.017833,0.047,10,40,Parts per billion,10.583333,47,16,65,Parts per million,0.016667,0.1,20,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/6/2003,Parts per billion,9.166667,24,19,23,Parts per million,0.017833,0.047,10,40,Parts per billion,10.55,32.6,17,,Parts per million,0.045833,0.4,21,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/6/2003,Parts per billion,9.166667,24,19,23,Parts per million,0.017833,0.047,10,40,Parts per billion,10.55,32.6,17,,Parts per million,0.016667,0.1,20,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/7/2003,Parts per billion,9.625,23,19,22,Parts per million,0.022958,0.058,10,49,Parts per billion,28.791667,160,11,139,Parts per million,0.004167,0.1,19,
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/7/2003,Parts per billion,9.625,23,19,22,Parts per million,0.022958,0.058,10,49,Parts per billion,28.791667,160,11,139,Parts per million,0.020833,0.1,0,1
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,9/7/2003,Parts per billion,9.625,23,19,22,Parts per million,0.022958,0.058,10,49,Parts per billion,28.7625,85.6,11,,Parts per million,0.004167,0.1,19,
